Game Turn, Player, Operation, Notes, Team, Team Notes, Team Members, Terrain
227, 1, Operation Attack Barb Camp running
227, 1, Attack Barb Camp, ,0, Ready, UNIT_SPEARMAN; 
266, Attack Barb Camp, 5, , Battle line, 23:27, 0 endangered
266, 5, Attack Barb Camp, ,0, Not Ready, UNIT_CHINESE_CROUCHING_TIGER; 
266, 5, Operation Settle New City running
266, 5, Settle New City, ,0, Not Ready, 
266, 5, Operation Naval Superiority running
266, 5, Naval Superiority, ,0, Not Ready, 
266, 5, Attack Barb Camp, No recruits to reach minimum, , , 
266, 5, Attack Barb Camp, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_PIKEMAN
266, 5, Attack Barb Camp, Operation Move, UNIT_CHINESE_CROUCHING_TIGER, 23:29, 23:29, 23:29
266, 5, Naval Superiority, No recruits to reach minimum, , , 
266, 5, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
266, 6, Operation Naval Superiority running
266, 6, Naval Superiority, ,0, Ready, UNIT_CARAVEL; 
266, 6, Operation Attack Barb Camp running
266, 6, Attack Barb Camp, ,0, Not Ready, UNIT_CROSSBOWMAN; 
266, 6, Attack Barb Camp, Operation complete
266, 6, Naval Superiority, No recruits to reach minimum, , , 
266, 6, Naval Superiority, No recruits to match strength, , Enemy Str: 165.0, 
266, 6, Naval Superiority, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_CARAVEL
266, 8, Operation Naval Superiority running
266, 8, Naval Superiority, ,0, Not Ready, 
266, 8, Naval Superiority, No recruits to reach minimum, , , 
266, 8, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_PIKEMAN
266, 11, Operation Naval Superiority running
266, 11, Naval Superiority, ,0, Not Ready, 
266, 11, Naval Superiority, Recruiting minimums, , , UNIT_GALLEY
266, 11, Naval Superiority, Recruiting strength, , Enemy Str: 135.0, UNIT_GALLEY
266, Naval Superiority, 11, , Battle line, 18:30, 0 endangered
266, 11, Naval Superiority, Operation Recruit, 1 units, Recruited 1, Contract for: UNIT_WARRIOR_MONK
266, 12, Operation Naval Superiority running
266, 12, Naval Superiority, ,0, Not Ready, 
266, 12, Naval Superiority, No recruits to reach minimum, , , 
266, 12, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
266, 13, Operation Naval Superiority running
266, 13, Naval Superiority, ,0, Not Ready, 
266, 13, Attack Barb Camp, Started
266, 13, Attack Barb Camp, Recruiting minimums, , , UNIT_PIKEMAN
266, 13, Attack Barb Camp, Recruiting minimums, , , UNIT_PIKEMAN
266, 13, Attack Barb Camp, Operation Recruit, 1 units, Recruited 1, Contract for: UNIT_TREBUCHET
266, 13, Attack Barb Camp, No recruits to reach minimum, , , 
266, 13, Attack Barb Camp, No recruits to match strength, , Enemy Str: 22.5, 
266, 13, Attack Barb Camp, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_TREBUCHET
266, 13, Attack Barb Camp, Operation Move, UNIT_PIKEMAN, 15:27, 4:32, 15:27
266, 13, Naval Superiority, No recruits to reach minimum, , , 
266, 13, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
266, 14, Operation Naval Superiority running
266, 14, Naval Superiority, ,0, Not Ready, 
266, 14, Operation Attack Enemy City running
266, Attack Enemy City, 14, , Battle line, 15:23, 0 endangered
266, 14, Attack Enemy City, ,0, Not Ready, UNIT_TREBUCHET; UNIT_PIKEMAN; UNIT_PIKEMAN; 
266, 14, Attack Enemy City, No recruits to reach minimum, , , 
266, 14, Attack Enemy City, Operation Recruit, 3 units, Recruited 0, Contract for: UNIT_CROSSBOWMAN
266, 14, Attack Enemy City, Operation Move, UNIT_PIKEMAN, 14:22, 14:22, 14:22
266, 14, Attack Enemy City, Operation Move, UNIT_PIKEMAN, 13:21, 13:21, 13:21
266, 14, Attack Enemy City, Operation Move, UNIT_TREBUCHET, 15:21, 15:21, 15:21
266, 14, Naval Superiority, Recruiting minimums, , , UNIT_GALLEY
266, 14, Naval Superiority, Recruiting strength, , Enemy Str: 135.0, UNIT_GALLEY
266, 14, Naval Superiority, Operation Recruit, 1 units, Recruited 1, Contract for: UNIT_WARRIOR_MONK
266, 63, Operation Barbarian City Assault running
266, 63, Barbarian City Assault, ,0, Not Ready, 
266, 63, Operation Barbarian City Assault running
266, 63, Barbarian City Assault, ,0, Not Ready, 
266, 63, Operation Barbarian Attack running
266, 63, Barbarian Attack, ,0, Not Ready, 
266, 63, Operation Barbarian City Assault running
266, 63, Barbarian City Assault, ,0, Not Ready, 
266, 63, Operation Barbarian City Assault running
266, 63, Barbarian City Assault, ,0, Not Ready, 
266, 63, Operation Barbarian Attack running
266, 63, Barbarian Attack, ,0, Not Ready, 
266, 63, Operation Barbarian City Assault running
266, 63, Barbarian City Assault, ,0, Not Ready, 
266, 63, Operation Barbarian Attack running
266, 63, Barbarian Attack, ,0, Not Ready, UNIT_ARCHER; 
266, 63, Operation Barbarian Attack running
266, 63, Barbarian Attack, ,0, Not Ready, 
266, 63, Operation Barbarian City Assault running
266, 63, Barbarian City Assault, ,0, Not Ready, 
266, 63, Operation Barbarian Builder Capture running
266, Barbarian Builder Capture, 63, , Battle line, 715827889:28, 0 endangered
266, 63, Barbarian Builder Capture, ,0, Ready, UNIT_SETTLER; UNIT_MUSKETMAN; 
266, 63, Barbarian Attack, Operation Move, UNIT_ARCHER, 66:4, 66:4, 66:4
266, 63, Barbarian Builder Capture, Operation Move, UNIT_SETTLER, 6:29, 3:31, 5:28
266, 63, Barbarian Builder Capture, Operation Move, UNIT_MUSKETMAN, 5:28, 3:31, 5:28
266, 63, Barbarian Builder Capture, Started
267, 1, Operation Attack Barb Camp running
267, Attack Barb Camp, 1, , Battle line, 61:32, 0 endangered
267, 1, Attack Barb Camp, ,0, Ready, UNIT_SPEARMAN; 
267, 1, Operation Settle New City running
267, 1, Settle New City, ,0, Not Ready, UNIT_SETTLER; 
267, 1, Settle New City, No recruits to reach minimum, , , 
267, 1, Settle New City, No recruits to match strength, , Enemy Str: 45.0, 
267, 1, Settle New City, No recruits to reach minimum, , , 
267, 1, Settle New City, No recruits to match strength, , Enemy Str: 45.0, 
267, 1, Settle New City, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_LINE_INFANTRY
267, 1, Settle New City, Operation Move, UNIT_SETTLER, 55:17, 64:13, 56:15
267, 1, Attack Barb Camp, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_ARTILLERY
267, 1, Attack Barb Camp, Attack Target Move Direct, UNIT_SPEARMAN, At 63:34, Move -9999:-9999, Arrive 63:36
267, 2, City Defense, Started
267, 2, Operation Wartime Attack Walled City running
267, 2, Wartime Attack Walled City, ,0, Not Ready, 
267, 2, Operation Wartime Attack Walled City running
267, 2, Wartime Attack Walled City, ,0, Not Ready, 
267, 2, Wartime Attack Walled City, ,1, Ready, 
267, 2, Operation Attack Barb Camp running
267, 2, Attack Barb Camp, ,0, Not Ready, 
267, 2, Operation Naval Superiority running
267, 2, Naval Superiority, ,0, Not Ready, 
267, 2, Operation Settle New City running
267, 2, Settle New City, ,0, Not Ready, 
267, 2, Operation City Defense running
267, 2, City Defense, ,0, Ready, 
267, 2, Attack Walled City, Started
267, 2, City Defense, No recruits to reach minimum, , , 
267, 2, City Defense, No recruits to match strength, , Enemy Str: 50.0, 
267, 2, City Defense, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_AT_CREW
267, 2, City Defense, Operation complete
267, 2, Wartime Attack Walled City, No recruits to reach minimum, , , 
267, 2, Wartime Attack Walled City, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_AT_CREW
267, 2, Attack Barb Camp, No recruits to reach minimum, , , 
267, 2, Attack Barb Camp, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_AT_CREW
267, 2, Wartime Attack Walled City, No recruits to reach minimum, , , 
267, 2, Wartime Attack Walled City, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_AT_CREW
267, 2, Attack Walled City, No recruits to reach minimum, , , 
267, 2, Attack Walled City, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_AT_CREW
267, 2, Naval Superiority, No recruits to reach minimum, , , 
267, 2, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_LINE_INFANTRY
267, 3, City Defense, Started
267, 3, Operation City Defense running
267, 3, City Defense, ,0, Not Ready, 
267, 3, Operation Settle New City running
267, 3, Settle New City, ,0, Not Ready, 
267, 3, Operation Naval Superiority running
267, 3, Naval Superiority, ,0, Not Ready, 
267, 3, City Defense, No recruits to reach minimum, , , 
267, 3, City Defense, No recruits to match strength, , Enemy Str: 86.0, 
267, 3, City Defense, No recruits to reach minimum, , , 
267, 3, City Defense, No recruits to match strength, , Enemy Str: 86.0, 
267, 3, City Defense, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_TREBUCHET
267, 3, City Defense, Operation complete
267, 3, Naval Superiority, No recruits to reach minimum, , , 
267, 3, Naval Superiority, No recruits to reach minimum, , , 
267, 3, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_PIKEMAN
267, 4, Operation Attack Walled City running
267, 4, Attack Walled City, ,0, Not Ready, 
267, 4, Attack Walled City, ,1, Ready, 
267, 4, Operation Settle New City running
267, 4, Settle New City, ,0, Not Ready, 
267, 4, Operation Naval Superiority running
267, 4, Naval Superiority, ,0, Not Ready, 
267, 4, Attack Walled City, Recruiting minimums, , , UNIT_KNIGHT
267, 4, Attack Walled City, Recruiting minimums, , , UNIT_BOMBARD
267, 4, Attack Walled City, Recruiting minimums, , , UNIT_MUSKETMAN
267, 4, Attack Walled City, Recruiting minimums, , , UNIT_KNIGHT
267, 4, Attack Walled City, Recruiting minimums, , , UNIT_MUSKETMAN
267, 4, Attack Walled City, Recruiting minimums, , , UNIT_BOMBARD
267, 4, Attack Walled City, Recruiting minimums, , , UNIT_BOMBARD
267, 4, Attack Walled City, No recruits to reach minimum, , , 
267, 4, Attack Walled City, No recruits to match strength, , Enemy Str: 96.0, 
267, 4, Attack Walled City, No recruits to reach minimum, , , 
267, 4, Attack Walled City, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_MUSKETMAN
267, 4, Attack Walled City, Operation Move, UNIT_MUSKETMAN, 65:33, 65:33, 65:33
267, 4, Attack Walled City, Operation Move, UNIT_KNIGHT, 64:33, 64:33, 64:33
267, 4, Attack Walled City, Operation Move, UNIT_BOMBARD, 62:34, 63:33, 63:33
267, 4, Naval Superiority, No recruits to reach minimum, , , 
267, 4, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_MUSKETMAN
267, 5, Operation Attack Barb Camp running
267, Attack Barb Camp, 5, , Battle line, 23:27, 0 endangered
267, 5, Attack Barb Camp, ,0, Not Ready, UNIT_CHINESE_CROUCHING_TIGER; 
267, 5, Operation Settle New City running
267, 5, Settle New City, ,0, Not Ready, 
267, 5, Operation Naval Superiority running
267, 5, Naval Superiority, ,0, Not Ready, 
267, 5, Attack Barb Camp, No recruits to reach minimum, , , 
267, 5, Attack Barb Camp, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_PIKEMAN
267, 5, Attack Barb Camp, Operation Move, UNIT_CHINESE_CROUCHING_TIGER, 23:29, 23:29, 23:29
267, 5, Naval Superiority, No recruits to reach minimum, , , 
267, 5, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
267, 6, Operation Naval Superiority running
267, 6, Naval Superiority, ,0, Ready, UNIT_CARAVEL; 
267, 6, Attack Barb Camp, Started
267, 6, Attack Barb Camp, Recruiting minimums, , , UNIT_CROSSBOWMAN
267, 6, Attack Barb Camp, No recruits to reach minimum, , , 
267, 6, Attack Barb Camp, Operation Recruit, 1 units, Recruited 1, Contract for: UNIT_PIKEMAN
267, 6, Attack Barb Camp, Operation Move, UNIT_CROSSBOWMAN, 69:33, 69:33, 69:33
267, 6, Naval Superiority, No recruits to reach minimum, , , 
267, 6, Naval Superiority, No recruits to match strength, , Enemy Str: 165.0, 
267, 6, Naval Superiority, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_CARAVEL
267, 8, Operation Naval Superiority running
267, 8, Naval Superiority, ,0, Not Ready, 
267, 8, Naval Superiority, No recruits to reach minimum, , , 
267, 8, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_PIKEMAN
267, 11, Operation Naval Superiority running
267, 11, Naval Superiority, ,0, Not Ready, 
267, 11, Naval Superiority, Recruiting minimums, , , UNIT_GALLEY
267, 11, Naval Superiority, Recruiting strength, , Enemy Str: 135.0, UNIT_GALLEY
267, Naval Superiority, 11, , Battle line, 18:30, 0 endangered
267, 11, Naval Superiority, Operation Recruit, 1 units, Recruited 1, Contract for: UNIT_WARRIOR_MONK
267, 12, Operation Naval Superiority running
267, 12, Naval Superiority, ,0, Not Ready, 
267, 12, Naval Superiority, No recruits to reach minimum, , , 
267, 12, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
267, 13, Operation Naval Superiority running
267, 13, Naval Superiority, ,0, Not Ready, 
267, 13, Operation Attack Barb Camp running
267, 13, Attack Barb Camp, ,0, Ready, UNIT_PIKEMAN; 
267, 13, Attack Barb Camp, No recruits to reach minimum, , , 
267, 13, Attack Barb Camp, No recruits to match strength, , Enemy Str: 22.5, 
267, 13, Attack Barb Camp, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_TREBUCHET
267, 13, Attack Barb Camp, Operation Move, UNIT_PIKEMAN, 15:27, 4:32, 15:27
267, 13, Naval Superiority, No recruits to reach minimum, , , 
267, 13, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
267, 14, Operation Naval Superiority running
267, 14, Naval Superiority, ,0, Not Ready, 
267, 14, Operation Attack Enemy City running
267, Attack Enemy City, 14, , Battle line, 15:23, 0 endangered
267, 14, Attack Enemy City, ,0, Not Ready, UNIT_TREBUCHET; UNIT_PIKEMAN; UNIT_PIKEMAN; 
267, 14, Attack Enemy City, No recruits to reach minimum, , , 
267, 14, Attack Enemy City, Operation Recruit, 3 units, Recruited 0, Contract for: UNIT_CROSSBOWMAN
267, 14, Attack Enemy City, Operation Move, UNIT_PIKEMAN, 14:22, 14:22, 14:22
267, 14, Attack Enemy City, Operation Move, UNIT_PIKEMAN, 13:21, 13:21, 13:21
267, 14, Attack Enemy City, Operation Move, UNIT_TREBUCHET, 15:21, 15:21, 15:21
267, 14, Naval Superiority, Recruiting minimums, , , UNIT_GALLEY
267, 14, Naval Superiority, Recruiting strength, , Enemy Str: 135.0, UNIT_GALLEY
267, 14, Naval Superiority, Operation Recruit, 1 units, Recruited 1, Contract for: UNIT_WARRIOR_MONK
267, 63, Operation Barbarian City Assault running
267, 63, Barbarian City Assault, ,0, Not Ready, 
267, 63, Operation Barbarian City Assault running
267, 63, Barbarian City Assault, ,0, Not Ready, 
267, 63, Operation Barbarian Attack running
267, 63, Barbarian Attack, ,0, Not Ready, 
267, 63, Operation Barbarian City Assault running
267, 63, Barbarian City Assault, ,0, Not Ready, 
267, 63, Operation Barbarian City Assault running
267, 63, Barbarian City Assault, ,0, Not Ready, 
267, 63, Operation Barbarian Attack running
267, 63, Barbarian Attack, ,0, Not Ready, 
267, 63, Operation Barbarian City Assault running
267, 63, Barbarian City Assault, ,0, Not Ready, 
267, 63, Operation Barbarian Attack running
267, 63, Barbarian Attack, ,0, Not Ready, UNIT_ARCHER; 
267, 63, Operation Barbarian Attack running
267, 63, Barbarian Attack, ,0, Not Ready, 
267, 63, Operation Barbarian City Assault running
267, 63, Barbarian City Assault, ,0, Not Ready, 
267, 63, Operation Barbarian Builder Capture running
267, Barbarian Builder Capture, 63, , Battle line, 715827888:27, 0 endangered
267, 63, Barbarian Builder Capture, ,0, Ready, UNIT_SETTLER; UNIT_MUSKETMAN; 
267, 63, Operation Barbarian Builder Capture running
267, Barbarian Builder Capture, 63, , Battle line, 52:14, 0 endangered
267, 63, Barbarian Builder Capture, ,0, Ready, UNIT_BUILDER; UNIT_GALLEY; 
267, 63, Barbarian Attack, Operation Move, UNIT_ARCHER, 66:4, 66:4, 66:4
267, 63, Barbarian Builder Capture, Operation Move, UNIT_SETTLER, 5:28, 3:31, 4:30
267, 63, Barbarian Builder Capture, Operation Move, UNIT_MUSKETMAN, 4:30, 3:31, 4:30
267, 63, Barbarian Builder Capture, Operation Move, UNIT_BUILDER, 52:15, 17:21, 54:16
267, 63, Barbarian Builder Capture, Operation Move, UNIT_GALLEY, 52:15, 17:21, 52:15
268, 1, Operation Attack Barb Camp running
268, 1, Attack Barb Camp, ,0, Ready, UNIT_SPEARMAN; 
268, 1, Operation Settle New City running
268, 1, Settle New City, ,0, Not Ready, UNIT_SETTLER; 
268, 1, Settle New City, No recruits to reach minimum, , , 
268, 1, Settle New City, No recruits to match strength, , Enemy Str: 45.0, 
268, 1, Settle New City, No recruits to reach minimum, , , 
268, 1, Settle New City, No recruits to match strength, , Enemy Str: 45.0, 
268, 1, Settle New City, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_LINE_INFANTRY
268, 1, Settle New City, Operation Move, UNIT_SETTLER, 56:15, 64:13, 57:14
268, 1, Attack Barb Camp, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_ARTILLERY
268, 1, Attack Barb Camp, Attack Target Move Direct, UNIT_SPEARMAN, At 63:36, Move -9999:-9999, Arrive 63:37
268, 1, Attack Barb Camp, Attack Target Melee Attack, UNIT_SPEARMAN, At 63:37
268, 2, City Defense, Started
268, 2, Operation Wartime Attack Walled City running
268, 2, Wartime Attack Walled City, ,0, Not Ready, 
268, 2, Operation Wartime Attack Walled City running
268, 2, Wartime Attack Walled City, ,0, Not Ready, 
268, 2, Wartime Attack Walled City, ,1, Ready, 
268, 2, Operation Attack Barb Camp running
268, 2, Attack Barb Camp, ,0, Not Ready, 
268, 2, Operation Naval Superiority running
268, 2, Naval Superiority, ,0, Not Ready, 
268, 2, Operation Settle New City running
268, 2, Settle New City, ,0, Not Ready, 
268, 2, Operation City Defense running
268, 2, City Defense, ,0, Not Ready, 
268, 2, Operation Attack Walled City running
268, 2, Attack Walled City, ,0, Not Ready, 
268, 2, City Defense, No recruits to reach minimum, , , 
268, 2, City Defense, No recruits to match strength, , Enemy Str: 140.0, 
